rank_valor,score_valor,valor,friccion,razon_social,telefono,email,web,crm_detectado,fichas_publicadas,ventas_rango_cop,municipios,por_que_valor,por_que_friccion,nit,categorias_gremio,direccion,web_viva,wasi_plan,wasi_cliente_desde,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
160,19,21,14,Captamos Propiedad Raíz S.A.S,+576044480450,contacto@captamospropiedadraiz.com,http://www.captamospropiedadraiz.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,Cra 51 # 50-39 Ed P.H Estación BerrÍo Ofic. 502,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
161,19,21,14,Gi- Abc S.A.S. Con Establecimiento De Comercio Abc Finca Raíz,+576042509883,contacto@abcfincaraiz.com,http://www.abcfincaraiz.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,Cra 76 # 33A - 71 al lado de Servientrega,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
162,19,21,14,Todo Bienes Grupo Inmobiliario S.A.S,+573023580293,info@todobienesgrupoinmobiliario.com,http://todobienesgrupoinmobiliario.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Arrendamiento y administración de inmuebles,Calle 10 43c 22 oficina 106,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
163,19,21,14,Administraciones Inmobiliarias P.H. S.A.S.,+576045603340,contacto@admonph.com,https://www.admonph.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Administración de propiedad horizontal,Cra 35 # 5G - 119 Edificio San Ángel - Medellín,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,4,6,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
164,19,21,14,Trazos Urbanos S.A.S,+576043228907,info@trazosurbanos.com.co,http://www.trazosurbanos.com.co/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Corretaje | Otros servicios,Carrera 38 No. 2Sur - 72 Loma Alejandría,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
165,18,21,16,Citrus Inmobiliaria S.A.S.,+576043111333,contacto@citrus.com.co,https://www.citrus.com.co/,SIMI,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,SIMI/Domus: requiere conector nuevo · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,calle 78 sur #40-255 apto 1508,sí,,,,,,,no,no,sí,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,5,0,0,6,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
166,16,15,10,Arrendamientos Del Sur S.A.S,+576044443343,contacto@delsurbienesraices.com,https://www.pandafincaraiz.com/,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,Clle 36sur # 42 - 33 Local Comercial parque de envigado,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
167,16,15,10,Inversiones Ilvema S.A.S,+573175172847,info@ilvema.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,Cra 43 A # 16 A SUR-38 Ofc. 806,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
168,16,15,10,Friends Inmobiliaria S.A.S,+573182239344,contacto@friendsinmobiliaria.com,https://friendsinmobiliaria.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,Callejón cielos y muros,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
169,16,15,10,Nexo Poblado S.A.S.,+573002275511,info@grupolaventa.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Corretaje,Clle 14 # 30 - 205,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
170,16,15,10,Vitae Grupo Inmobiliario S.A.S,+576043278218,contacto@vitaegrupoinmobiliario.co,,,,,Bello,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Corretaje,"Cra. 50 #37-13, Oficina 411 ISMA COWORKING Barrio Obrero.",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
171,16,15,10,Grupo Propiedad Creativa S.A.S,+573004708099,info@propiedadcreativa.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Administración de propiedad horizontal,Cra 84f #3c - 39 Int 1524 Al parque - Belen,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
172,16,15,10,Valorar Eficaz S.A.S,+576042792714,info@valorareficazsas.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · solo correo genérico,,Avalúos,Cra. 43A # 1Sur-31 Of. 508,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
173,15,12,8,Valor Construído S.A.S.,+573188095319,comercial@valorconstruido.com,http://www.valorconstruido.com/,ninguno,22,,Medellín,22 fichas,"WordPress: sin CRM, integración media",,Corretaje | Avalúos,Carrera 77B No. 45G - 45,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,6,0,4,6,,web propia sin CRM inmobiliario,22 fichas,Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
174,13,12,10,Arrendamientos Mabel Ochoa S.A.S,+576044481831,gerencia@arrendamientosmabelochoa.com,http://www.arrendamientosmabelochoa.com/,ninguno,58,,Envigado,58 fichas,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,"Cra. 43 A # 27 A SUR - 86, 142, ENVIGADO",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,11,0,0,10,,web propia sin CRM inmobiliario,58 fichas; administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
175,6,5,8,Quantum Administraciones S.A.S,+573014317679,juansebastianrodriguez14@gmail.com,https://quantumadministraciones.com/,ninguno,4,,Envigado,solo 4 fichas,"WordPress: sin CRM, integración media",,Administración de propiedad horizontal,Calle 17 c sur #44.137,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,3,0,4,10,,web propia sin CRM inmobiliario,4 fichas,Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
176,6,5,8,Ibg Inmobiliaria International Brokers S.A.S,+576043224550,contactenos@inmobiliariaibg.co,https://ibginmobiliaria.com/,ninguno,6,,Medellín,solo 6 fichas,"WordPress: sin CRM, integración media",,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Clle 29 #41 - 105 Ofc 1206,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,8,0,0,8,,web propia sin CRM inmobiliario,6 fichas; administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
177,6,5,8,Grupo Colviva S.A.S,+576044440856,agerencia@grupocolviva.com,http://www.grupocolviva.com/,ninguno,2,,Medellín,solo 2 fichas,"WordPress: sin CRM, integración media",,Corretaje,Cra 43B # 16 – 95 Ed. Cámara Colombiana de Infraestructura Ofc. 1312,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,4,8,,web propia sin CRM inmobiliario,2 fichas,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
178,6,5,10,Arquitectura Y Concreto S.A.S,+576043123618,gladysburitica@arquitecturayconcreto.com,http://www.arquitecturayconcreto.com/,ninguno,3,,Medellín,solo 3 fichas,stack propio no identificado,,,Calle 3 Sur # 43A – 52 Piso 18,sí,,,,,,,no,no,no,sí,no,Web propia sin CRM: ecosistema completo,no,10,3,0,3,8,,web propia sin CRM inmobiliario,3 fichas,ya usa chat/bot de terceros,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
179,6,5,8,Gold Plus Inmobiliaria S.A.S,+573232903446,gerencia@goldpluscolombia.co,http://www.goldpluscolombia.co/,ninguno,1,,Medellín,solo 1 fichas,"WordPress: sin CRM, integración media · correo directo de gerencia",,Corretaje,Carrera 65 No 39 - 57,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,0,10,,web propia sin CRM inmobiliario,1 fichas,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
180,6,5,8,Constructora Conconcreto S.A,+576042043707,totero@conconcreto.com,http://www.conconcreto.com/,ninguno,1,,Medellín,solo 1 fichas,"WordPress: sin CRM, integración media",,Corretaje,Carrera 43A No. 18 Sur-135 4to piso Sao Paulo Plaza,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,0,8,,web propia sin CRM inmobiliario,1 fichas,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
181,5,5,12,Indika Inmobiliaria S.A.S.,+576044448999,felipejaramillo@indika.com.co,https://www.indika.com.co/,SIMI,1,,Medellín,solo 1 fichas,SIMI/Domus: requiere conector nuevo,,Corretaje | Arrendamiento y administración de inmuebles,CALLE 20 B # 82 B 40,sí,,,,,,,no,sí,no,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,8,0,4,8,,SIMI/Domus (requiere conector nuevo),1 fichas; administra arriendos (ingreso recurrente),Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
182,5,5,12,Conexo Inmobiliario S.A.S,+576043124740,info@conexoinmobiliario.com,http://www.conexoinmobiliario.com/,ninguno,6,,Medellín,solo 6 fichas,"WordPress: sin CRM, integración media · solo correo genérico",,Corretaje | Otros servicios,VIA LAS PALMAS KM 15 URB. MANANTIALES,sí,,,,,,,sí,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,12,6,,web propia sin CRM inmobiliario,6 fichas,Meta Pixel activo; Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
183,4,5,17,Inmobiliaria Proteccion S.A.S,+576043224226,admin@inmobiliariaproteccion.com,http://www.inmobiliariaproteccion.com/,SIMI,1,Menor de 1.000.000.000 COP,Medellín,solo 1 fichas,SIMI/Domus: requiere conector nuevo · pequeña: decide el dueño · solo correo genérico,9014831467,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Calle 9 # 43 A - 31 Ofc. 240,sí,,,2022,20.100.000,SOCIEDAD POR ACCIONES SIMPLIFICADA,Actividades inmobiliarias realizadas a cambio de una retribucion o por contrata,no,sí,no,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,8,1,4,6,,SIMI/Domus (requiere conector nuevo),1 fichas; administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,6043224226,CALLE 9 43 A 31 OF 240,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
184,4,3,8,Bienes Y Bienes S.A,+576043118500,bienesybienes@bienesybienes.com.co,http://www.bienesybienes.com/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje,trv 45D 86-56,sí,,,,,,,sí,sí,no,sí,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,15,8,,web propia sin CRM inmobiliario,,Meta Pixel activo; Google Analytics/Ads; ya usa chat/bot de terceros,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
185,4,3,8,Ags Gestion Empresarial S.A.S.,+573245817898,avaluos@agsgestionempresarial.com,http://www.agsgestionempresarial.com/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,carrera 43D # 13-21,sí,,,,,,,no,sí,no,sí,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,7,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads; ya usa chat/bot de terceros,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
186,4,3,8,Alterna Inmobiliaria S.A.S,+573004740401,gerencia@alternainmobiliaria.com,http://www.alternainmobiliaria.com/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media · correo directo de gerencia",,Corretaje,calle 4B sur#13-260,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,4,10,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
187,4,3,8,Rent Home Group S.A.S,+573006530035,renthomegroupsas@gmail.com,http://renthome-group.com/,ninguno,0,,Itagüí,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje | Arrendamiento y administración de inmuebles,cll 8 b # 65 -191,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
188,4,3,8,Arrendamientos La Aguacatala Ltda,+576042503297,ccorrales@une.net.co,https://arrendamientoslaaguacatala.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Arrendamiento y administración de inmuebles,Cra 81 # 32 -33 Local 112 Villa De Aburrá,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
189,4,3,8,Arrendamientos Las Torres Ltda,+576044449954,arrendamientoslastorres@hotmail.com,http://www.arrendamientoslastorres.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje | Arrendamiento y administración de inmuebles,calle 47 · 42 -56,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
190,4,3,8,Inmobiliaria La Candelaria S.A.S,+576044481828,inmobiliaria.lacandelaria@gmail.com,https://arrendamientoslacandelaria.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Calle 58 #51d-12 apto 301,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
191,4,3,8,Grupo Empresarial Activo Urbano S.A.S.,+576046096922,administrativo@activourbano.com.co,http://www.activourbano.com.co/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Cra 42 # 5 Sur 145 Of. 16-115 Ed Ofi7,sí,,,,,,,no,no,no,no,sí,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
192,4,3,8,Trazado Inmobiliario S.A.S,+576043227266,administracion@trazado.com.co,https://trazado.com.co/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Avalúos,Cra 43B # 16-41 Ofc 1103 Ed. Staff,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
193,4,3,8,Arrendamientos Promobienes Ltda,+576042500481,servicioalcliente@promobienes.co,https://www.arrendamientospromobienes.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Carrera 78 No 32 F 28,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
194,4,3,8,Pgs Comercial S.A,+576042667435,juanc.saldarriaga@pgscomercial.com,https://www.pgscomercial.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Administración de propiedad horizontal,CRA 43 B NRO 16 80 OFC 704 ED DELTA,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
195,4,3,8,Maestranza Gestión Inmobiliaria S.A.S,+576043229927,contabilidad@maestranza.co,http://www.maestranza.com.co/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje,"CRA 67 # 41A SUR 90, INT. 301",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
196,4,3,8,Arquitectura Y Vivienda S.A.S.,+573152216887,ventasarquitectura@gmail.com,http://www.arquitecturayvivienda.co/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Corretaje,Cra. 43 A # 63 SUR 120 Apto 1603,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
197,4,3,8,Aceis S.A.S,+576044483468,geranciadeestrategia@aceis.com.co,http://aceis.com.co/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,Administración de propiedad horizontal,calle 5F No 30-101,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
198,4,3,8,Ingeniería Inmobiliaria S.A.S,+576045603990,ingenieriainmobiliaria.sa@gmail.com,http://www.ingenieriainmobiliaria.com.co/,ninguno,,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,,Km 17 Via las palmas Urb Valle Alto Casa 29,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
199,4,3,8,Constructora Altos De La Abadía S.A.S.,+576044486800,i.giraldo@verticeing.com,https://verticeing.com/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,,Calle 17 sur # 44-214,sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
200,4,3,8,Prinza S.A.S,+576043220830,auxiliaradministrativa@prinza.com.co,http://www.prinza.com.co/,ninguno,0,,Medellín,inventario no legible,"WordPress: sin CRM, integración media",,,"Cra. 65 # 8B 91 Terminal del Sur, Local 370",sí,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
201,3,3,10,Arrendamientos Merino Hermanos S.A.S,+576044444033,gerencia@merinohermanos.com.co,https://merinohermanos.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CALLE 44 #78-35,sí,,,,,,,sí,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,12,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Meta Pixel activo; Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
202,3,3,16,Todo Con Propiedad S.A.S,+576044445527,contacto@todoconpropiedad.com,http://www.todoconpropiedad.com/,SIMI,0,,Medellín,inventario no legible,SIMI/Domus: requiere conector nuevo · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Cll 10 A No 36-39,sí,,,,,,,no,sí,no,sí,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,5,0,7,6,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),Google Analytics/Ads; ya usa chat/bot de terceros,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
203,3,3,10,Empresa De Transporte Masivo Del Valle De Aburrá Ltda,+576044548888,metro@metrodemedellin.gov.co,http://www.metrodemedellin.gov.co/,ninguno,0,,Bello,inventario no legible,stack propio no identificado,,Arrendamiento y administración de inmuebles,Calle 44 No. 46 - 001,sí,,,,,,,no,sí,no,sí,sí,Web propia sin CRM: ecosistema completo,sí,10,5,0,7,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads; ya usa chat/bot de terceros,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
204,3,3,10,Intermobiliaria Poblado S.A.S,+576043222412,gerencia.general@intermobiliaria.co,http://www.intermobiliariapoblado.com/,ninguno,,,Medellín,inventario no legible,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CARRERA 43 A Nº 10 - 47 OF 114,sí,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,4,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
205,3,3,12,Bemsa S.A.S,+576042665433,bemsa@bemsa.com.co,https://www.bemsa.com.co/,SIMI,,,Medellín,inventario no legible,SIMI/Domus: requiere conector nuevo,,Corretaje | Arrendamiento y administración de inmuebles,Carrera 43ENo 7D - 70,sí,,,,,,,no,no,no,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,5,0,0,8,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
