rank,score,razon_social,nit,municipios,categorias_gremio,telefono,email,direccion,web,web_viva,crm_detectado,wasi_plan,wasi_cliente_desde,fichas_publicadas,ventas_rango_cop,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
186,13,Inmobiliaria Santillana Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044218888,santillanaltda@gmail.com,CARRERA 64 D N° 86-45 APTO 6 A EDIFICIO BELLINI,http://www.inmobiliariasantillanaltda.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
187,13,Ópalo Inmobiliaria S.A.S,,Envigado,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,+576043225392,administrativa@opalogroup.co,Carrera 48 No 26Sur - 181 Ofc. 201,http://www.opaloinmobiliaria.com.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
188,13,Orientamos S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044449400,marthalibia@orientamos.com,Centro Comercail Premium Plaza local 4450,http://www.orientamos.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
189,13,Rentamos Propiedad Raíz Medellín S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044483250,simonperez.rentamos@gmail.com,Carrera 43 A No 18 Sur 174 Local 256 Mall la Frontera,http://www.rentamospropiedadraiz.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
190,13,Santa Juana Inmobiliaria S.A,,Medellín,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,+576043212736,protecciondedatos@santajuana.com.co,Carrera 25 a No 1 a sur 45 of. 2222,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
191,13,Trivento S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,+576044486619,triventoinmobiliaria@hotmail.com,"Circular 8 #36 - 07 Primer piso, Barrio Laureles",http://www.triventoinmobiliaria.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
192,13,Inmobiliaria Los Pinos S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,+573206712737,inmobiliarialospinos55@gmail.com,"Clle 17#40B - 320. Unidad terra verde, Bloque 3 Interior 607",,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
193,13,Especial Con Propiedad S.A.S,,Medellín,Arrendamiento y administración de inmuebles,+576043122863,conpropiedad@especial.com.co,Cra 45#14-198 piso 2,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
194,13,Zona Centro Inmobiliaria S.A.S.,,Medellín,Arrendamiento y administración de inmuebles,+576042515154,yudy.zapata@zci.com.co,Calle 50 Nro 54-25 Ed Mercedes Sierra,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
195,13,Propiedades Y Bienes El Diamante S.A.S.,,Medellín,Administración de propiedad horizontal | Arrendamiento y administración de inmuebles,+573044697597,pybdiamante220@hotmail.com,Cra 99 96 35,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
196,13,Herencia Inmobiliaria S.A.S,,Medellín,Arrendamiento y administración de inmuebles,+573234213042,herenciainmobiliariasas@gmail.com,Clle 49 # 65 A - 28 INT 201 - suramericana,http://www.herenciainmobiliaria.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
197,13,Pontum S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573137287266,sac@pontum.com.co,Calle 81 No 52 A 64,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
198,11,Arrendamientos Del Sur S.A.S,,Envigado,Corretaje | Arrendamiento y administración de inmuebles,+576044443343,contacto@delsurbienesraices.com,Clle 36sur # 42 - 33 Local Comercial parque de envigado,https://www.pandafincaraiz.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
199,11,Inversiones Ilvema S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573175172847,info@ilvema.com,Cra 43 A # 16 A SUR-38 Ofc. 806,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
200,11,Nex Capital S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573160174465,comercial@nexcapital.co,Carrera 43 B 16 41 Oficina 606,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
201,11,Friends Inmobiliaria S.A.S,,Medellín,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,+573182239344,contacto@friendsinmobiliaria.com,Callejón cielos y muros,https://friendsinmobiliaria.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
202,10,Grupo Integra Propiedad Raíz S.A.S.,,Medellín,Corretaje,+576045919895,direccionadministrativa@integrapropiedadraiz.com,Carrera 43ª #16 SUR -170 oficina 804 edificio Panalpina Poblado,http://www.grupointegrapr.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
203,10,Veo Inmobiliaria S.A.S,,Medellín,Corretaje,+573206345637,gerencia@veoinmobiliaria.com,Calle 7D # 43 A - 40 Poblado,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
204,10,Felicidad Patrimonial S.A.S,,Sabaneta,Otros servicios,+573204670626,gerencia@bancosalamano.com,CL 63 B SUR 32 550,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
205,10,Derecho Y Valoración Inmobiliaria S.A.S,,Medellín,Avalúos | Otros servicios,+573007429494,gerencia@derechoyvaloracion.com,AVENIDA 33 # 57-29 CASA 49,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
206,10,Grupo Clever S.A.S,,Bello,Administración de propiedad horizontal,+573113725800,gerencia@grupoclever.co,Diagonal 55 Avenida 37 - 41 INT 509,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
207,10,Gesvalt Latam S.A.S,,Sabaneta,Avalúos,+576043224424,direccion.administrativa@gesvalt.com.co,CL 45 A SUR 39 B 226 INT 206,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
208,8,Grupo Redi S.A.S,,Medellín,Corretaje,+573107161439,sara.florez@redigroup.com,"Circular 2 #74 - 66, Segundo piso, Medellín",http://www.redigroup.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
209,8,3s Realty International-Medellin S.A.S,,Medellín,Corretaje,+14074464445,3srealtydocs@gmail.com,CIRCULAR 2 #74-58,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
210,8,Aymaco S.A.S,,Envigado,Administración de propiedad horizontal | Corretaje | Avalúos,+576043335590,aymacosas@gmail.com,Calle 46 A # 29 SUR 15 Unidad residencial Vía serrano,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
211,8,Quintero Arbeláez S.A.S,,Medellín,Corretaje | Avalúos,+573167386285,administrativa@quinteroarbelaez.com,Calle 56 N° 45 112,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
212,8,Sentido Inmobiliario S.A,,Medellín,Corretaje | Avalúos,+576044483456,fdsentidoi@gmail.com,Cra 43A # 1 - 50 Torre 3 Of 1003,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
213,8,Inversiones Cielito Lindo S.A.S.,,Medellín,Corretaje,+576046090200,jsanchez@cielitolindo.com.co,Cra. 59 A #14- 95 Barrio San Pablo Medellín Edificio Stop,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
214,8,Green Mango S.A.S. Con Establecimiento De Comercio Guatape Properties,,Medellín,Corretaje,+573042799784,greenmangosas@gmail.com,Calle 54 # 40 - 58 Apto. 701 Edificio Altamar Medellín,https://www.propertyfinder.com.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
215,8,Gerencia De Propiedad Horizontal S.A.S » Gph S.A.S»,,Medellín,Administración de propiedad horizontal,+573165295523,mapaga50@hotmail.com,"Clle 42 # 63 - 107 Centro residencial Colseguro, torre 2, Apto 1009",,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
216,8,Botero Yepes Asociados S.A.S,,Medellín,Administración de propiedad horizontal,+576043513747,rboteroy@boteroyepes.com,Cra 34 # 11 B 70 Oficina 202 Ed. San Sebastián de las Lomas,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
217,8,Conpropiedad S.A.S,,Envigado,Administración de propiedad horizontal,+573206940987,conpropiedad@conpropiedad.com,CALLE 27 A SUR # 47 -70,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
218,8,Consultoría Inmobiliaria S.A,,Medellín,Otros servicios,+576043110264,joseagonzalezlopez@gmail.com,Clle 7B # 27-30 apto1105,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
219,8,Patria Asset Management S.A,,Medellín,Otros servicios,+576044041158,drisaza@bancolombia.com.co,Cra 48 # 26 - 85 Torre Sur Piso5 Sector E,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
220,8,Grupo Ocho P.H S.A.S,,Envigado,Administración de propiedad horizontal,+576045898536,grupo8ph@gmail.com,calle 18b sur # 38 54,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
221,8,Avanto Tech S.A.S,,Medellín,Otros servicios,+576043663904,juyepes@avanto.com.co,Cra 43 - 3 Sur 81 Torre 2 Ofc 719,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
222,8,Empatía.Co Ltda,,Envigado,Otros servicios,+576044441118,empatia@empatia.com.co,Clle 40B SUR 40 A - 20 piso 2,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
223,8,Aei Constructores S.A.S.,,Medellín,,+576044244170,gloriac2078@gmail.com,Cra. 47 #50 - 24 Ofc 510 Edf. Furatena,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
224,8,Administrar Uribe Sanin S.A.S,,Medellín,Administración de propiedad horizontal,+573006156361,auribesanin@gmail.com,Carrera 43C No. 1 - 75 apto 1404,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
225,8,Valencia Mejia Administradores S.A.S,,Medellín,Administración de propiedad horizontal,+573116106285,lmejia.vm@hotmail.com,Calle 5 A # 43 B - 25,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
226,8,Apriori Legal S.A.S,,Medellín,Derecho Inmobiliario,+573152184991,asistencialegal@apriorilegal.co,"Calle 4 sur 43 A 195, Oficina 237, Medellín",,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
227,8,Jaramillo Castaño Inversiones S.A.S,,Medellín,Avalúos,+576042664533,cajara@une.net.co,CALLE 3 SUR#43A-52 OFI 1108,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
228,8,Industrial Agrícola S.A.S,,Medellín,Avalúos,+576044441075,gharry@agrochiguiros.com,Calle 34 No 43 - 66 Of 238 Centro Comercial San Diego,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
229,8,Arqum S.A.S,,Medellín,Avalúos,+576042667558,hmejia2@gmail.com,CARRERA 79A # 45D - 144 APTO 201,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
230,6,Blanca Cecilia De La Inmaculada Perez Perez Con Establecimiento De Comercio Tavas Inmobiliaria S.A.S,,Envigado,Corretaje | Avalúos,+576044178569,tavasinmobiliaria@gmail.com,,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
231,6,Nexo Poblado S.A.S.,,Medellín,Corretaje,+573002275511,info@grupolaventa.com,Clle 14 # 30 - 205,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
232,6,Vitae Grupo Inmobiliario S.A.S,,Bello,Corretaje,+576043278218,contacto@vitaegrupoinmobiliario.co,"Cra. 50 #37-13, Oficina 411 ISMA COWORKING Barrio Obrero.",,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
233,6,Casa Real Estate Group S.A.S.,,Envigado,Corretaje,+573219323558,sebastidasmoreno@gmail.com,,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
234,6,Drc Valoración S.A.S,,Medellín,Avalúos | Otros servicios,+573155035534,ricardoc@drcvaloracion.com,,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
235,6,Grupo Propiedad Creativa S.A.S,,Medellín,Administración de propiedad horizontal,+573004708099,info@propiedadcreativa.com,Cra 84f #3c - 39 Int 1524 Al parque - Belen,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
236,6,Cordoba Arango Administraciones S.A.S.,,Medellín,Administración de propiedad horizontal,+573175917850,servicioalcliente@caaph.co,Cra 43a #25 sur 73 ofc 300 mall villa grande,https://cordobaarangoadministraciones.com/sitio/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
237,6,Arquitectura Y Valuación S.A.S,,Medellín,Avalúos,+573206062784,arquitecturayvaluacionsas@gmail.com,,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
238,6,Proyectos Y Valoraciones S.A.S,,Medellín,Avalúos,+576044795114,comercial@proyectosyvaloraciones.com,Calle 52A 47 - 19,http://www.proyectosyvaloraciones.com.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
239,6,Valorar Eficaz S.A.S,,Medellín,Avalúos,+576042792714,info@valorareficazsas.com,Cra. 43A # 1Sur-31 Of. 508,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
